,0,1,2,3
0,0.2906619614778279,0.36525175099388957,0.4344020790505517,0.5065863485803682
1,0.29062763426178495,0.365392829485343,0.42741938866845974,0.5040428161563792
2,0.29062763426178495,0.3656749864682498,0.4204366982863678,0.5065863485803682
3,0.29059330704574193,0.36609822194261005,0.41345400790427583,0.5040428161563792
4,0.29059330704574193,0.3666625359084237,0.40647131752218385,0.5065863485803682
5,0.29055897982969897,0.3673679283656907,0.39948862714009187,0.5040428161563792
6,0.29055897982969897,0.36821439931441124,0.3925059367579999,0.5065863485803682
7,0.290524652613656,0.36920194875458506,0.3855232463759079,0.5040428161563792
8,0.290524652613656,0.3703305766862124,0.3785405559938159,0.5065863485803682
9,0.290490325397613,0.37160028310929305,0.3715663729443536,0.5035989761491607
10,0.29049631541042853,0.3730108961414168,0.3646177015279055,0.5052553693093931
11,0.290479950934924,0.3745619003447647,0.3577115149628617,0.5013824792076491
12,0.2905158545311688,0.37625243735409114,0.35086473470636453,0.5021560551574429
13,0.29054131803689065,0.37808130692250924,0.3440942098381206,0.5024911887301198
14,0.2905622586191208,0.38004696838380714,0.33741669653239204,0.502390570519502
15,0.2905845571329507,0.38214754252951216,0.3308488376431793,0.5018574220158378
16,0.2906140509566166,0.3843808138984172,0.32440714242746743,0.5008954916809112
17,0.29065652687955273,0.3867442334757787,0.3181079664312393,0.4995090503811187
18,0.29071771405208013,0.38923492179889846,0.31196749156276216,0.4977028861840767
19,0.2908032770053196,0.3918496724653056,0.3060017063774252,0.49548229852509856
20,0.2909188087498327,0.39458495603926386,0.3002263865981476,0.4928530917506489
21,0.2910698239614,0.3974369243518453,0.29465707589509016,0.4898215680466417
22,0.2912617522622387,0.40040141518933176,0.28930906694808756,0.4863945197601972
23,0.2914999316058434,0.4034739573642307,0.28419738281487367,0.4825792211242138
24,0.29178960177351254,0.4066497761627287,0.27933675862779983,0.47838341939483514
25,0.2921358979904822,0.40992379916194466,0.2747416236413459,0.47381532541261223
26,0.2925438446694446,0.41329066240989576,0.27042608365229615,0.468883603598859
27,0.29301834928907566,0.41674471696064663,0.2664039038139987,0.4635973613993895
28,0.29356419641502807,0.42028003575667994,0.26268849186564686,0.45796613818849813
29,0.2941860418706748,0.42389042085010287,0.259292881797014,0.45199989364670135
30,0.294888407064706,0.4275694109538918,0.25622971796854466,0.44570899562640137
31,0.29567567348248824,0.43131028931397575,0.2535112397061492,0.4391042075202548
32,0.29655207734790034,0.43510609189256577,0.2511492663894704,0.43219667514763693
33,0.29752170446214643,0.4389496158527634,0.24915518305179019,0.4249979131751775
34,0.29858848522583703,0.44283342833410666,0.24753992650912013,0.4175197910879131
35,0.299756189850401,0.4467498755083664,0.24631397203537575,0.40977451872814824
36,0.3010284237646638,0.4506910919045566,0.24548732059986922,0.401774631419643
37,0.30240862322218787,0.4546490099917996,0.24506948668266829,0.39353297469525206
38,0.30390005111472723,0.4586153700083695,0.24506948668266829,0.3850626886466218
39,0.30550579299689573,0.4625817300249393,0.24549582793249883,0.3763771919150123
40,0.3072287533268948,0.466539476229772,0.24635649833364937,0.3674901653427505
41,0.3090716519278784,0.47047983342332256,0.24765895662444182,0.3584155353052305
42,0.3110370206742669,0.47439387570946767,0.24941012329270673,0.34916745674377103
43,0.313127200407049,0.4782725373703347,0.25161637214423493,0.33976029591999946
44,0.31534433808182677,0.4821066239114824,0.25428352253727715,0.3302086129127748
45,0.3176903841530815,0.4858868232639765,0.25741683229255186,0.3205271438789752
46,0.3201670901978448,0.48960371712971085,0.2610209912874013,0.31073078309975966
47,0.3227760067816726,0.49324779245615324,0.26510011574189796,0.30083456483418136
48,0.32551848156951907,0.49680945302653456,0.2696577432038646,0.2908536450022591
49,0.32839565768381507,0.5002790311513602,0.27469682823891706,0.28080328271982247
50,0.3314084723117489,0.5036467994470011,0.2802197388307812,0.2706988217076307
51,0.33455765556344885,0.5069029826870121,0.2862282534962698,0.2605556715974116
52,0.3378437295824558,0.5100377697117393,0.29272355911843295,0.2503892891575995
53,0.3412670079095722,0.513041325381708,0.2992188647405961,0.2402229067177874
54,0.3448274905447981,0.5159136496969177,0.3062015551226881,0.24276643914177637
55,0.34835364596398083,0.5186448955206739,0.3131842455047801,0.24530997156576528
56,0.35184547416712064,0.5212350628529767,0.32016693588687206,0.24785350398975425
57,0.3553029751542174,0.5236841516938262,0.327149626268964,0.2503970364137432
58,0.35872614892527116,0.5259921620432223,0.33413231665105597,0.2529405688377322
59,0.3621149954802819,0.5281590939011649,0.341115007033148,0.25548410126172116
60,0.3654695148192497,0.5301849472676542,0.34809769741523994,0.2580276336857101
61,0.3687897069421744,0.53206972214269,0.3550803877973319,0.26057116610969905
62,0.37207557184905604,0.5338134185262723,0.3620630781794239,0.26311469853368796
